0,9.4
9.229745928,9.4
14.23730933,9.461697417
17.91867817,9.432472325
23.47413449,9.367527675
31.80835312,9.286346863
36.33379557,9.416236162
45.48602722,9.448708487
48.14586222,9.383763838
53.94330975,9.481180812
61.77431076,9.500664207
64.13176017,9.416236162
67.58840811,9.132103321
68.96331116,8.896678967
70.28237008,7.784501845
71.65520483,7.516605166
71.8472121,6.894218942
73.77883282,8.125461255
74.5037723,8.596309963
77.09518102,9.275522755
75.91487061,8.929151292
82.34883776,9.018450185
89.83522536,9.264698647
93.28946028,8.942681427
101.6172327,8.760295203
106.8395892,8.92103321
112.5355176,9.243050431
118.3219342,9.167281673
120.6294686,9.026568266
123.714598,9.274169742
130.4849226,9.188929889
137.0931441,9.286346863
141.9541683,9.229520295
146.9956519,9.278228782
150.9931605,9.302583026
160.0189673,9.168634686
165.931464,9.253874539
173.0608974,9.351291513
180.8625285,9.091512915
185.3737514,8.998154982
190.6014682,9.243050431
196.8608363,9.318819188
202.9354361,9.221402214
207.972783,9.205166052
213.5359955,9.26199262
217.2429078,9.270110701
222.220274,9.221402214
227.8981048,9.259286593
232.8527887,9.218154982
238.7694393,9.004920049
242.013914,9.026568266
248.2822447,9.243050431
253.6044427,9.152849528
260.7878816,9.188929889
272.948457,9.172693727
280.7681858,9.19704797
285.8019132,9.12398524
289.2621806,8.896678967
293.4424754,9.063099631
295.8838461,9.205166052
300.3844689,8.945387454
306.6431476,9.010332103
308.0454556,9.205166052
311.8500952,8.929151292
316.0363363,9.188929889
323.3250288,9.05904059
327.658981,8.910209102
332.3680542,9.195424354
338.3815702,9.048216482
342.0803817,8.929151292
345.8033234,9.188929889
348.3604328,9.329643296
354.3360989,9.315571956
357.9056416,9.167281673
360.1476798,8.907503075
364.3208217,8.961623616
369.8693837,8.788437884
370.7718523,8.409594096
371.2020589,7.8900369
373.959104,7.532841328
374.2584906,6.777859779
374.9772252,7.151291513
376.0873857,8.214760148
377.5062402,8.669372694
376.7513103,7.727675277
378.2377293,9.243050431
381.2669283,9.521771218
388.3968787,9.445461255
392.8478624,9.497416974
397.0082497,9.351291513
401.1779444,9.351291513
407.9619715,9.481180812
413.6937504,9.456826568
419.5961642,9.383763838
423.4142478,9.318819188
428.9738407,9.318819188
435.5851646,9.464944649
441.3184948,9.464944649
445.8011235,9.468191882
451.0777728,9.390258303
456.7797338,9.443296433
460.9461537,9.391881919
467.8930594,9.351291513
475.3044711,9.329643296
480.7485839,9.335055351
487.5253719,9.351291513
491.8698381,9.367527675
496.3859732,9.351291513
507.5092956,9.416236162
512.5154112,9.455202952
515.1578725,9.481180812
523.4889886,9.351291513
532.758424,9.405412054
536.0042776,9.448708487
547.8159996,9.410824108
552.6747832,9.318819188
559.165801,9.394587946
563.8025869,9.454120541
567.9703857,9.424354244
576.3085686,9.405412054
